"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
med_inh_tab_38,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_38}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_38}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_38}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_38}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_38] = '1'",,,,,,
med_inh_35,mdication_actuellement_prise,,radio,,"1, ZENHALE (mométasone/formotérol)",,,,,,,,LV,,,,
med_inh_mart_35,mdication_actuellement_prise,,radio,MART,"0, NON | 1, OUI",,,,,,"[med_inh_35] = '1'",,LH,,,,
med_inh_tab_35,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.02%;"" border=""1""> <tbody> <tr> <td style=""width: 18.702%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 20.1189%; text-align: center;"">Dose</td> <td style=""width: 22.3858%; text-align: center;"">Fréquence</td> <td style=""width: 20.5465%; text-align: center;"">Dose quotidienne</td> <td style=""width: 18.2744%; text-align: center;"">Dose équivalente de fluticasone propionate</td> </tr> <tr> <td style=""width: 18.702%; text-align: center;"">{med_inh_puff_35}</td> <td style=""width: 20.1189%; text-align: center;"">{med_inh_dose_35}</td> <td style=""width: 22.3858%; text-align: center;"">{med_inh_freq_35}</td> <td style=""width: 20.5465%; text-align: center;"">{med_inh_dq_35}</td> <td style=""width: 18.2744%; text-align: center;"">{med_inh_defp35}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_35] = '1'",,,,,,
med_inh_defp35,mdication_actuellement_prise,,calc,"Dose équivalente en fluticasone proprionate",[med_inh_puff_35]*[med_inh_dose_35]*[med_inh_freq_35]*250/200,,,,,,,,LV,,,,
med_inh_4,mdication_actuellement_prise,"<div class=""rich-text-field-label""><p>DUO <span style=""color: #236fa1;"">ACLA</span> + <span style=""color: #2dc26b;"">BALA</span></p></div>",radio,,"1, ANORO (uméclidinium/vilantérol)",,,,,,,,LV,,,,
med_inh_tab_4,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_4}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_4}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_4}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_4}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_4] = '1'",,,,,,
med_inh_14,mdication_actuellement_prise,,radio,,"1, DUAKLIR genuair (aclidinium/formotérol)",,,,,,,,LV,,,,
med_inh_tab_14,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_14}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_14}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_14}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_14}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_14] = '1'",,,,,,
med_inh_20,mdication_actuellement_prise,,radio,,"1, INSPIOLTO (tiotropium/olodatérol)",,,,,,,,LV,,,,
med_inh_tab_20,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_20}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_20}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_20}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_20}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_20] = '1'",,,,,,
med_inh_32,mdication_actuellement_prise,,radio,,"1, ULTIBRO (glycopyrronium/incadatérol)",,,,,,,,LV,,,,
med_inh_tab_32,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_32}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_32}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_32}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_32}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_32] = '1'",,,,,,
med_inh_13,mdication_actuellement_prise,"<div class=""rich-text-field-label""><p>DUO <span style=""color: #843fa1;"">ACCA </span>+ <span style=""color: #e67e23;"">BACA</span></p></div>",radio,,"1, COMBIVENT respimat (ipratropium/salbutamol)",,,,,,,,LV,,,,
med_inh_tab_13,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.047%;"" border=""1""> <tbody> <tr> <td style=""width: 23.397%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 23.397%; text-align: center;"">Dose</td> <td style=""width: 23.397%; text-align: center;"">Fréquence</td> <td style=""width: 23.397%; text-align: center;"">Dose quotidienne</td> </tr> <tr> <td style=""width: 23.397%; text-align: center;"">{med_inh_puff_13}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dose_13}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_freq_13}</td> <td style=""width: 23.397%; text-align: center;"">{med_inh_dq_13}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_13] = '1'",,,,,,
med_inh_11,mdication_actuellement_prise,"<div class=""rich-text-field-label""><p>TRIO <span style=""color: #ba372a;"">CORTICOSTÉROÏDES</span> + <span style=""color: #2dc26b;""><span style=""color: #236fa1;"">ACLA</span> </span>+ <span style=""color: #2dc26b;"">BALA</span></p></div>",radio,,"1, BREZTRI (budésonide/glycopyrrolate/formotérol)",,,,,,,,LV,,,,
med_inh_tab_11,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.02%;"" border=""1""> <tbody> <tr> <td style=""width: 18.702%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 20.1189%; text-align: center;"">Dose</td> <td style=""width: 22.3858%; text-align: center;"">Fréquence</td> <td style=""width: 20.5465%; text-align: center;"">Dose quotidienne</td> <td style=""width: 18.2744%; text-align: center;"">Dose équivalente de fluticasone propionate</td> </tr> <tr> <td style=""width: 18.702%; text-align: center;"">{med_inh_puff_11}</td> <td style=""width: 20.1189%; text-align: center;"">{med_inh_dose_11}</td> <td style=""width: 22.3858%; text-align: center;"">{med_inh_freq_11}</td> <td style=""width: 20.5465%; text-align: center;"">{med_inh_dq_11}</td> <td style=""width: 18.2744%; text-align: center;"">{med_inh_defp11}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_11] = '1'",,,,,,
med_inh_defp11,mdication_actuellement_prise,,calc,"Dose équivalente en fluticasone proprionate",[med_inh_puff_11]*[med_inh_dose_11]*[med_inh_freq_11]*125/160,,,,,,,,LV,,,,
med_inh_15,mdication_actuellement_prise,,radio,,"1, ENERZAIR (mometasone/glycopyrronium/incadérol)",,,,,,,,LV,,,,
med_inh_tab_15,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.02%;"" border=""1""> <tbody> <tr> <td style=""width: 18.702%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 20.1189%; text-align: center;"">Dose</td> <td style=""width: 22.3858%; text-align: center;"">Fréquence</td> <td style=""width: 20.5465%; text-align: center;"">Dose quotidienne</td> <td style=""width: 18.2744%; text-align: center;"">Dose équivalente de fluticasone propionate</td> </tr> <tr> <td style=""width: 18.702%; text-align: center;"">{med_inh_puff_15}</td> <td style=""width: 20.1189%; text-align: center;"">{med_inh_dose_15}</td> <td style=""width: 22.3858%; text-align: center;"">{med_inh_freq_15}</td> <td style=""width: 20.5465%; text-align: center;"">{med_inh_dq_15}</td> <td style=""width: 18.2744%; text-align: center;"">{med_inh_defp15}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_15] = '1'",,,,,,
med_inh_defp15,mdication_actuellement_prise,,calc,"Dose équivalente en fluticasone proprionate",[med_inh_puff_15]*[med_inh_dose_15]*[med_inh_freq_15]*1000/160,,,,,,,,LV,,,,
med_inh_30,mdication_actuellement_prise,,radio,,"1, TRELEGY (fluticasone furoate/uméclidinium/vilantérol)",,,,,,,,LV,,,,
med_inh_tab_30,mdication_actuellement_prise,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.02%;"" border=""1""> <tbody> <tr> <td style=""width: 18.702%; text-align: center;"">Nombre de bouffées</td> <td style=""width: 20.1189%; text-align: center;"">Dose</td> <td style=""width: 22.3858%; text-align: center;"">Fréquence</td> <td style=""width: 20.5465%; text-align: center;"">Dose quotidienne</td> <td style=""width: 18.2744%; text-align: center;"">Dose équivalente de fluticasone propionate</td> </tr> <tr> <td style=""width: 18.702%; text-align: center;"">{med_inh_puff_30}</td> <td style=""width: 20.1189%; text-align: center;"">{med_inh_dose_30}</td> <td style=""width: 22.3858%; text-align: center;"">{med_inh_freq_30}</td> <td style=""width: 20.5465%; text-align: center;"">{med_inh_dq_30}</td> <td style=""width: 18.2744%; text-align: center;"">{med_inh_defp30}</td> </tr> </tbody> </table></div>",,,,,,,"[med_inh_30] = '1'",,,,,,
med_inh_defp30,mdication_actuellement_prise,,calc,"Dose équivalente en fluticasone proprionate",[med_inh_puff_30]*[med_inh_dose_30]*[med_inh_freq_30]*500/100,,,,,,,,LV,,,,
med_inh_freq_1,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_2,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_3,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_4,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_5,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_6,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_7,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_8,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_10,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_11,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_12,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_13,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_14,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_15,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_16,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_17,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_18,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_19,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_20,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_21,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_22,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_23,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_24,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_25,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_26,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_27,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_28,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_29,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_30,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_31,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_32,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_33,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_34,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_35,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_36,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_37,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_freq_38,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_cso_freq,mdication_actuellement_prise,,dropdown,Fréquence,"0, prn | 1, die | 2, bid | 3, tid | 4, qid",,,,,,,,,,,,
med_inh_puff_1,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_2,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_3,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_4,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_5,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_6,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_7,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_8,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_10,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_11,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_12,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_13,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_14,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_15,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_16,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_17,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_18,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
med_inh_puff_19,mdication_actuellement_prise,,text,"Nombre de bouffée",,,number,,,,,,,,,,
